,Year,State,Overall_Homeless,average_debt,population,total_poverty_rate,total_drug_rate
22,2018,Missouri,0.0009603352015495955,1.28,6125986,0.000983678382549356,0.00018968375050155192
23,2018,Mississippi,0.0004532533837276001,1.45,2982879,0.000971879851646681,0.0001605831145011246
24,2018,Montana,0.0013232022813702536,1.78,1061818,0.0009803940034921238,0.0002618151133245057
25,2018,North Carolina,0.0008918949765757277,1.55,10391358,0.0009979446382272655,0.00019477723700790599
26,2018,North Dakota,0.0007130997208122495,0.7550000000000001,760062,0.0009801831955814132,0.00018024845341564242
27,2018,Nebraska,0.001257327921093195,1.175,1925512,0.000983115140284766,0.0001921566835210583
28,2018,New Hampshire,0.0010700601595201407,1.55,1355064,0.0009955249346156345,0.0002774776689514296
29,2018,New Jersey,0.0010569371764549756,1.55,8891730,0.0009885590318194548,0.00017611870805793697
30,2018,New Mexico,0.0012183857320391986,1.55,2093754,0.000981013051198947,0.00024358162420227018
31,2018,Nevada,0.002489173382606472,1.66,3030725,0.000992501794125168,0.0002880498890529494
32,2018,New York,0.0047020333197264974,0.7550000000000001,19544098,0.0009895570519550198,0.00022236892180954067
33,2018,Ohio,0.0008774158685826391,1.175,11680892,0.0009802333588907423,0.00020229619450295406
34,2018,Oklahoma,0.0009816183033902982,1.175,3943488,0.0009783217293928624,0.00019475144846389794
35,2018,Oregon,0.0034602291170774593,1.66,4183538,0.0009972420472815116,0.00032962530757459356
36,2018,Pennsylvania,0.0010548744732946644,1.175,12809107,0.0009774295741303435,0.00020813316650411306
37,2018,Rhode Island,0.0010393283352433313,1.55,1059338,0.0009779692600473127,0.00028697167476291797
38,2018,South Carolina,0.0007724332649475559,1.66,5091702,0.0009890602395819707,0.00018638168533822286
39,2018,South Dakota,0.001317965034694662,1.175,879386,0.0009699949737657866,0.00015579051747469257
40,2018,Tennessee,0.0011629965565977888,1.36,6778180,0.0009833023023879566,0.00017821893192567916
41,2018,Texas,0.0008842056074635756,1.175,28624564,0.000995648352932118,0.0001599675020377603
42,2018,Utah,0.0009115247342997313,1.66,3155153,0.001005656461033744,0.00015466761833736746
43,2018,Virginia,0.0007020392625004113,1.95,8510920,0.0009861448586051802,0.0001681369346674625
44,2018,Vermont,0.002066254589453939,1.45,624802,0.0009859123370283705,0.0003345059714917686
45,2018,Washington,0.002963280642897978,1.55,7526793,0.0010037475456014268,0.00029760350789506234
46,2018,Wisconsin,0.000844677319320905,1.175,5809319,0.0009975351672029027,0.0002036383266265805
47,2018,West Virginia,0.0006882792630815974,1.28,1805953,0.0009756621573208162,0.00017885293803327108
